LDK,和室,主寝室,子供室1,子供室2,浴室,1F便所,洗面所,ホール,クローゼット,2Fホール,2F便所
[kJ/h],[kJ/h],[kJ/h],[kJ/h],[kJ/h],[kJ/h],[kJ/h],[kJ/h],[kJ/h],[kJ/h],[kJ/h],[kJ/h]
5705.59,0,0,0,4355.79,0,0,0,0,0,0,0
6326.75,0,0,3261.57,2195.83,0,0,0,0,0,0,0
7196.86,0,0,2331.31,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
23655.66,0,0,9407.35,0,0,0,0,0,0,0,0
4590.28,0,0,2341.23,7048.49,0,0,0,0,0,0,0
446.2,0,0,745.97,755.64,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
742.32,0,0,0,0,0,0,0,0,0,0,0
4111.55,0,0,597,0,0,0,0,0,0,0,0
3247.72,0,0,0,0,0,0,0,0,0,0,0
4517.17,0,0,2073.9,2948.14,0,0,0,0,0,0,0
5286.92,0,0,1810.35,1807.67,0,0,0,0,0,0,0
6229.62,0,0,1684.26,1903,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
24542.57,0,0,9560.92,0,0,0,0,0,0,0,0
5046.71,0,0,2419.67,7249.07,0,0,0,0,0,0,0
669.31,0,0,770.08,794.27,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
187.01,0,0,0,0,0,0,0,0,0,0,0
2074.14,0,0,344.12,885.27,0,0,0,0,0,0,0
2614.95,0,0,814.23,752.22,0,0,0,0,0,0,0
3143.39,0,0,609.58,787.78,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
15502.24,0,0,0,0,0,0,0,0,0,0,0
5360.74,0,0,0,0,0,0,0,0,0,0,0
4307.21,0,0,0,0,0,0,0,0,0,0,0
3244.73,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
4946.64,0,0,0,0,0,0,0,0,0,0,0
926.61,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
3119.35,0,0,0,0,0,0,0,0,0,0,0
2131.81,0,0,0,0,0,0,0,0,0,0,0
3555.66,0,0,0,2605.49,0,0,0,0,0,0,0
3486.08,0,0,0,0,0,0,0,0,0,0,0
2145.76,0,0,2577.88,0,0,0,0,0,0,0,0
2532.39,0,0,0,2251.74,0,0,0,0,0,0,0
2846.57,0,0,1421.55,856.42,0,0,0,0,0,0,0
3055.39,0,0,835.94,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
12181.17,0,0,0,0,0,0,0,0,0,0,0
4307.95,0,0,0,0,0,0,0,0,0,0,0
3655.09,0,0,0,0,0,0,0,0,0,0,0
2905.09,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
4803.74,0,0,0,0,0,0,0,0,0,0,0
1038.55,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
3064.01,0,0,0,0,0,0,0,0,0,0,0
1582.11,0,0,0,0,0,0,0,0,0,0,0
2475.96,0,0,0,2209.22,0,0,0,0,0,0,0
2565.51,0,0,0,0,0,0,0,0,0,0,0
1556.64,0,0,2125.58,0,0,0,0,0,0,0,0
2046.48,0,0,0,1877.26,0,0,0,0,0,0,0
2407.11,0,0,1157.71,690.86,0,0,0,0,0,0,0
2635.02,0,0,677.72,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
12100.03,0,0,0,0,0,0,0,0,0,0,0
4590.77,0,0,0,0,0,0,0,0,0,0,0
2475.92,0,0,0,0,0,0,0,0,0,0,0
363.02,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1783.16,0,0,0,0,0,0,0,0,0,0,0
1809.13,0,0,0,0,0,0,0,0,0,0,0
4260.61,0,0,0,2303.39,0,0,0,0,0,0,0
5301.29,0,0,0,0,0,0,0,0,0,0,0
3558,0,0,3024.76,0,0,0,0,0,0,0,0
4213.64,0,0,0,3318.85,0,0,0,0,0,0,0
4781.53,0,0,2367.36,1620.86,0,0,0,0,0,0,0
5268.21,0,0,1627.92,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
23688.08,0,0,0,0,0,0,0,0,0,0,0
8253.13,0,0,0,0,0,0,0,0,0,0,0
4498.56,0,0,0,0,0,0,0,0,0,0,0
1269.81,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
2114.32,0,0,0,1053.69,0,0,0,0,0,0,0
4216.57,0,0,0,0,0,0,0,0,0,0,0
2824.94,0,0,2034.18,0,0,0,0,0,0,0,0
3707.57,0,0,0,2871.98,0,0,0,0,0,0,0
4543.96,0,0,2062.21,1529.63,0,0,0,0,0,0,0
5479.67,0,0,1638.84,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
25012.59,0,0,0,0,0,0,0,0,0,0,0
9948.32,0,0,0,0,0,0,0,0,0,0,0
7408.16,0,0,0,0,0,0,0,0,0,0,0
3056.24,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,8.83,0,0,0,0,0,0,0
1327.64,0,0,0,0,0,0,0,0,0,0,0
1369.76,0,0,928.97,0,0,0,0,0,0,0,0
2674.14,0,0,0,2001.76,0,0,0,0,0,0,0
3721.73,0,0,1517.37,1203.88,0,0,0,0,0,0,0
4439.97,0,0,1241.57,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
18574.49,0,0,7504.32,0,0,0,0,0,0,0,0
2533.04,0,0,1684.03,5354.71,0,0,0,0,0,0,0
0,0,0,135.47,105.54,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1803.99,0,0,156.08,520.53,0,0,0,0,0,0,0
3270.8,0,0,600.76,893.26,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
18224.39,0,0,6942.63,0,0,0,0,0,0,0,0
2998.01,0,0,1527.83,5098.7,0,0,0,0,0,0,0
0,0,0,38.2,86.68,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
670.55,0,0,59.55,498.89,0,0,0,0,0,0,0
1313.57,0,0,443.54,306.32,0,0,0,0,0,0,0
1866.34,0,0,227.45,351.12,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
12656.32,0,0,0,0,0,0,0,0,0,0,0
4627.89,0,0,0,0,0,0,0,0,0,0,0
3729.15,0,0,0,0,0,0,0,0,0,0,0
2999.86,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
632.95,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
10168.51,0,0,3275.92,0,0,0,0,0,0,0,0
2953.43,0,0,902.51,3007.27,0,0,0,0,0,0,0
1544.79,0,0,394.35,723.66,0,0,0,0,0,0,0
938.8,0,0,177.71,387.42,0,0,0,0,0,0,0
2103.04,0,0,0,610.02,0,0,0,0,0,0,0
2666.04,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
5662.31,0,0,2324.02,0,0,0,0,0,0,0,0
3766.66,0,0,1040.49,0,0,0,0,0,0,0,0
3648.03,0,0,1115.89,0,0,0,0,0,0,0,0
2570.58,0,0,0,0,0,0,0,0,0,0,0
2598.01,0,0,1612.96,2806.18,0,0,0,0,0,0,0
2649.88,0,0,1060.69,919.18,0,0,0,0,0,0,0
3029.63,0,0,718.54,783.52,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
14452.18,0,0,0,0,0,0,0,0,0,0,0
4826.78,0,0,0,0,0,0,0,0,0,0,0
1532.17,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
111.37,0,0,0,36.41,0,0,0,0,0,0,0
2137.47,0,0,120.24,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
15470.46,0,0,0,0,0,0,0,0,0,0,0
5297.94,0,0,0,0,0,0,0,0,0,0,0
1743.31,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1514.82,0,0,0,1033.98,0,0,0,0,0,0,0
3078.66,0,0,913.42,969.45,0,0,0,0,0,0,0
3805.63,0,0,975.08,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
21656.09,0,0,0,0,0,0,0,0,0,0,0
7733.51,0,0,0,0,0,0,0,0,0,0,0
4884.66,0,0,0,0,0,0,0,0,0,0,0
2079.24,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
2663.31,0,0,0,0,0,0,0,0,0,0,0
2112.33,0,0,0,0,0,0,0,0,0,0,0
3685.06,0,0,0,2610.83,0,0,0,0,0,0,0
3689.55,0,0,0,0,0,0,0,0,0,0,0
2208.32,0,0,2690.73,0,0,0,0,0,0,0,0
2577.56,0,0,0,2386.08,0,0,0,0,0,0,0
2852.4,0,0,1504.97,910.02,0,0,0,0,0,0,0
2961.98,0,0,852.91,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
7923.02,0,0,2657.89,0,0,0,0,0,0,0,0
1833.44,0,0,524.64,2190.34,0,0,0,0,0,0,0
488.97,0,0,38.93,317.86,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
216.13,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
473.8,0,0,172.4,597.05,0,0,0,0,0,0,0
910.31,0,0,352.92,193.72,0,0,0,0,0,0,0
1186.18,0,0,35.62,133.26,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
7426.12,0,0,2901.66,0,0,0,0,0,0,0,0
0,0,0,222.52,1749.78,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1344.85,0,0,0,0,0,0,0,0,0,0,0
1590.76,0,0,0,0,0,0,0,0,0,0,0
2649,0,0,979.13,1722.71,0,0,0,0,0,0,0
3177.35,0,0,1097.61,1068.97,0,0,0,0,0,0,0
3820.32,0,0,907.82,1104.25,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
18344.3,0,0,0,0,0,0,0,0,0,0,0
6924.47,0,0,0,0,0,0,0,0,0,0,0
5670.78,0,0,0,0,0,0,0,0,0,0,0
3671.35,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
3908.29,0,0,0,0,0,0,0,0,0,0,0
613.52,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
912.79,0,0,0,0,0,0,0,0,0,0,0
1224.71,0,0,0,0,0,0,0,0,0,0,0
3536.96,0,0,0,2292.92,0,0,0,0,0,0,0
4790.26,0,0,0,0,0,0,0,0,0,0,0
3278.94,0,0,2982.49,0,0,0,0,0,0,0,0
3976.46,0,0,0,3222.08,0,0,0,0,0,0,0
4796.15,0,0,2378.98,1658.95,0,0,0,0,0,0,0
5211.9,0,0,1636.67,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
20608.15,0,0,0,0,0,0,0,0,0,0,0
6936.57,0,0,0,0,0,0,0,0,0,0,0
3785.01,0,0,0,0,0,0,0,0,0,0,0
1320.41,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
340.98,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
378.79,0,0,0,0,0,0,0,0,0,0,0
2945.55,0,0,0,1674.88,0,0,0,0,0,0,0
3993.47,0,0,0,0,0,0,0,0,0,0,0
2818,0,0,2386.21,0,0,0,0,0,0,0,0
3763.28,0,0,0,2942.99,0,0,0,0,0,0,0
4437.02,0,0,2128.17,1515.73,0,0,0,0,0,0,0
4996.28,0,0,1523.26,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
20027.95,0,0,0,0,0,0,0,0,0,0,0
7716.19,0,0,0,0,0,0,0,0,0,0,0
6445.76,0,0,0,0,0,0,0,0,0,0,0
3762.41,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
2472.56,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1859.49,0,0,0,0,0,0,0,0,0,0,0
1314.83,0,0,0,0,0,0,0,0,0,0,0
2701.63,0,0,0,2146.45,0,0,0,0,0,0,0
3205.86,0,0,0,0,0,0,0,0,0,0,0
1966.05,0,0,2368.18,0,0,0,0,0,0,0,0
2515.1,0,0,0,2258.71,0,0,0,0,0,0,0
3227.87,0,0,1576.2,1043.85,0,0,0,0,0,0,0
3605.37,0,0,1055.16,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
15217.9,0,0,0,0,0,0,0,0,0,0,0
5526.51,0,0,0,0,0,0,0,0,0,0,0
3524.48,0,0,0,0,0,0,0,0,0,0,0
469.52,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,169.63,0,0,0,0,0,0,0
2359.94,0,0,0,0,0,0,0,0,0,0,0
1774.66,0,0,1223.44,0,0,0,0,0,0,0,0
2657.19,0,0,0,2163.52,0,0,0,0,0,0,0
3582.16,0,0,1534.86,1189.73,0,0,0,0,0,0,0
4026.81,0,0,1141.7,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
17372.35,0,0,0,0,0,0,0,0,0,0,0
6491.52,0,0,0,0,0,0,0,0,0,0,0
5605.19,0,0,0,0,0,0,0,0,0,0,0
4708.1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
9681.61,0,0,0,0,0,0,0,0,0,0,0
4813.47,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
7263.8,0,0,0,0,0,0,0,0,0,0,0
3844.58,0,0,0,0,0,0,0,0,0,0,0
5619.68,0,0,0,4837.66,0,0,0,0,0,0,0
6330.51,0,0,0,0,0,0,0,0,0,0,0
4438.36,0,0,4771.46,0,0,0,0,0,0,0,0
4750.75,0,0,0,4057.41,0,0,0,0,0,0,0
4861.42,0,0,2772.68,1714.04,0,0,0,0,0,0,0
4915.86,0,0,1624.31,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
12248.1,0,0,4285.53,0,0,0,0,0,0,0,0
3417.25,0,0,1124.36,3602.37,0,0,0,0,0,0,0
1612.49,0,0,465.77,751.23,0,0,0,0,0,0,0
848.78,0,0,184.63,339.95,0,0,0,0,0,0,0
521.85,0,0,0,100.29,0,0,0,0,0,0,0
469.27,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1161.77,0,0,468.63,0,0,0,0,0,0,0,0
976.47,0,0,151.57,0,0,0,0,0,0,0,0
1263.65,0,0,359.23,0,0,0,0,0,0,0,0
585.23,0,0,0,0,0,0,0,0,0,0,0
1031.68,0,0,584.83,1170.09,0,0,0,0,0,0,0
1134.44,0,0,473.16,300.95,0,0,0,0,0,0,0
1554.12,0,0,182.48,263.17,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
